id,eng,simp,trad
332701,He isn't himself anymore.,他不再是以前那个他。,他不再是以前那個他。
332702,I found him working in the garden.,我发现他在花园里干活。,我發現他在花園裏幹活。
332703,Picasso is a famous artist.,毕加索是个有名的艺术家。,畢加索是個有名的藝術家。
332705,This is an exception to the rule.,这是一个例外。,這是一個例外。
332706,He said that he was hungry.,他说他饿了。,他說他餓了。
332708,"Life is hard, but I am harder.",生活很困难，但我更坚强。,生活很困難，但我更堅強。
332709,How many boys are there in this class?,这个班有多少男生？,這個班有多少男生？
332710,The news confirmed my suspicions.,这一消息证实了我的怀疑。,這一消息證實了我的懷疑。
332711,Look at that mountain which is covered with snow.,看那座被雪覆盖的山。,看那座被雪覆蓋的山。
332712,She doesn't have any friends or relatives to take care of her.,她没有任何亲戚朋友照顾她。,她沒有任何親戚朋友照顧她。
332715,Can your mother drive a car?,你的妈妈会开车吗？,你的媽媽會開車嗎？
332716,Kids these days think that any issue in life can be resolved as easily as restarting a computer game.,现在的孩子认为解决任何生活问题都像重新开始一个电脑游戏那么简单。,現在的孩子認為解決任何生活問題都像重新開始一個電腦遊戲那麼簡單。
332717,We also went to the temple.,我们也去了庙里。,我們也去了廟裏。
332718,I'd like to go to London.,我想要去伦敦。,我想要去倫敦。
332719,You needn't have taken an umbrella with you.,你其实没必要带伞。,你其實沒必要帶傘。
332721,This box is empty. It has nothing in it.,这箱子是空的，里面什么也没有。,這箱子是空的，裏面什麼也沒有。
332722,He lived abroad for much of his life.,他大半生都住在国外。,他大半生都住在國外。
332723,The situation is getting worse and worse day by day.,情况一天比一天差。,情況一天比一天差。
332724,This airplane is capable of carrying 40 passengers at a time.,这架飞机一次可以携带40名乘客。,這架飛機一次可以攜帶40名乘客。
332725,Are you interested in foreign languages?,你们对外语感兴趣吗？,你們對外語感興趣嗎？
332726,No one ran ahead of him.,没有人跑在他前面。,沒有人跑在他前面。
332727,"If I had one million yen now, I would buy a car.",如果我现在有100万日元，我会买辆车。,如果我現在有100萬日元，我會買輛車。
332728,Do you believe in God?,你相信上帝吗？,你相信上帝嗎？
332729,"In a way you are right, but I still have doubts.",在某种程度上你是对的，但我还是有疑问。,在某種程度上你是對的，但我還是有疑問。
332730,We gained the top of Mt. Fuji at last.,我们终于登上了富士山山顶。,我們終於登上了富士山山頂。
332731,They ate sandwiches for lunch.,他们午饭吃了三明治。,他們午飯吃了三明治。
332732,I want the same jacket as you are wearing.,我也想要和你身上那件同样的外套。,我也想要和你身上那件同樣的外套。
332733,What souvenir do you think she would like most?,你觉得她最想要什么纪念品？,你覺得她最想要什麼紀念品？
332734,Do whatever you want.,做你想做的。,做你想做的。
332735,The food looks very delicious.,这些食物看起来很好吃。,這些食物看起來很好吃。
332737,I don't know when he returned from France.,我不知道她什么时候从法国回来。,我不知道她什麼時候從法國回來。
332738,I have a large family.,我有一个大家庭。,我有一個大家庭。
332739,Call me at nine tomorrow morning.,明早九点给我打电话。,明早九點給我打電話。
332741,This isn't my bag.,这不是我的包。,這不是我的包。
332743,"How do you spell ""pretty""?",你怎么拼“pretty”？,你怎麼拼“pretty”？
332744,Driving a car is really very simple.,开车真的非常简单。,開車真的非常簡單。
332745,"There's no point telling me ""Hi, how are you?"" if you have nothing else to say.",对我说“你好，你怎么样？”什么用都没有，如果你没有其它可说的。,對我說“你好，你怎麼樣？”什麼用都沒有，如果你沒有其它可說的。
332746,The meeting room is occupied at the moment.,会议室正在使用中。,會議室正在使用中。
332748,He tasted the cheesecake.,他尝了芝士蛋糕。,他嘗了芝士蛋糕。
332749,She couldn't look me straight in the face.,她无法直视我的脸。,她無法直視我的臉。
332750,"Sleep is the greatest thief, for it steals half one's life.",睡眠是最大的小偷，它偷了我们一半的生命。,睡眠是最大的小偷，它偷了我們一半的生命。
332751,I am interested in taking pictures.,我对摄影感兴趣。,我對攝影感興趣。
332752,I bought an ancient lamp.,我买了一盏古老的灯。,我買了一盞古老的燈。
332753,You can go there in a boat.,你可以坐船去那。,你可以坐船去那。
332754,Saying is quite different from doing.,说和做是两码事。,說和做是兩碼事。
332755,He talks as if he knew the secret.,他说得好像知道这个秘密一样。,他說得好像知道這個秘密一樣。
332756,He majors in modern literature.,他拿到了现代文学的文凭。,他拿到了現代文學的文憑。
332757,He is not stupid.,他不蠢。,他不蠢。
332758,Love is the process of breaking and mending the heart of another.,爱，就是一个人把另一个人的心揉碎的过程。,愛，就是一個人把另一個人的心揉碎的過程。
332759,They lived a happy life.,他们生活得很幸福。,他們生活得很幸福。
332760,She has a lot of things to do.,她有很多事要做。,她有很多事要做。
332763,The entire sales staff has worked around the clock for a week.,全体销售人员通宵达旦地工作了一周。,全體銷售人員通宵達旦地工作了一周。
332764,The poet and scholar is dead.,这个诗人兼学者死了。,這個詩人兼學者死了。
332765,He gave his reasons in brief.,他简单地阐述了他的理由。,他簡單地闡述了他的理由。
332766,Do you still need tea?,你还需要茶吗？,你還需要茶嗎？
332768,What do you say we go skiing?,我们去滑雪怎么样？,我們去滑雪怎麼樣？
332769,We took strong measures to prevent it.,我们采取了强有力的预防措施。,我們采取了強有力的預防措施。
332770,He lost his way in the woods.,他在森林中迷了路。,他在森林中迷了路。
332771,Don't tell anyone our plan.,不要把我们的计划告诉任何人。,不要把我們的計劃告訴任何人。
332772,Tom hid under the table.,Tom躲在桌子底下。,Tom躲在桌子底下。
332773,He told us many lessons.,他告诉了我们许多经验教训。,他告訴了我們許多經驗教訓。
332774,There appears to be a party in that house.,这房子里似乎在办派对。,這房子裏似乎在辦派對。
332775,I'll teach you how to drive a car.,我会教你怎么开车。,我會教你怎麼開車。
332776,St Mark's Square in Venice is always swarming with tourists in the summer.,威尼斯的圣马可广场在夏季总是挤满了游客。,威尼斯的聖馬可廣場在夏季總是擠滿了遊客。
332777,We must keep up the family traditions.,我们必须保持家庭传统。,我們必須保持家庭傳統。
332778,He can swim very fast.,他能游得很快。,他能遊得很快。
332779,A sacred ritual took place in the magnificent temple.,一个神圣的仪式在庄严的庙宇中举行。,一個神聖的儀式在莊嚴的廟宇中舉行。
332780,I am tired of my work.,我厌倦了我的工作。,我厭倦了我的工作。
332781,Do you deliver on Sundays?,你们周日送货吗？,你們周日送貨嗎？
332782,I feel like another beer.,我想再来一杯啤酒。,我想再來一杯啤酒。
332783,He may have lost his way.,他可能迷路了。,他可能迷路了。
332784,He sold me down the river.,他出卖了我。,他出賣了我。
332785,The weather was so cold that the lake froze over.,天冷得足以让湖结冰。,天冷得足以讓湖結冰。
332786,"I don't know, nor do I care.",我不知道，也不想知道。,我不知道，也不想知道。
332787,She was out of Japan last year.,去年她离开了日本。,去年她離開了日本。
332788,This means that others can only come to know you and like you by listening to what you say.,这意味着其他人只能从听你说的话来了解你和喜欢你。,這意味著其他人只能從聽你說的話來了解你和喜歡你。
332789,I will put up at my friend's tonight.,今晚我将在朋友家过夜。,今晚我將在朋友家過夜。
332790,I need to buy new spectacle frames.,我需要购买新的镜架。,我需要購買新的鏡架。
